Probe	UNQ	Reference	Name	Description	Category	Highest Immune Level	Immune/Non-Immune Ratio
227012_at	UNQ8309	LL:55972	MCFP	mitochondrial carrier family protein	Multiple	5341	4.55
214056_at	UNQ2334	LL:4170	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	Multiple	3038	5.02
214057_at	UNQ2334	LL:4170	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	Multiple	2087	5.03
241722_x_at	UNQ2334	LL:4170	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	Myeloid	7174	5.5
222962_s_at	UNQ17143	LL:55388	MCM10	MCM10 minichromosome maintenance deficient 10 (S. cerevisiae)	Lymphocyte	2926	17.21
202107_s_at	UNQ7605	LL:4171	MCM2	"MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)"	Lymphocyte	5938	10.33
216237_s_at	UNQ5669	LL:4174	MCM5	"MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)"	Multiple	4337	9.23
201930_at	UNQ7789	LL:4175	MCM6	"MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"	Lymphocyte	6751	4.8
208795_s_at	UNQ7791	LL:4176	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	Lymphocyte	3394	4.3
210983_s_at	UNQ7791	LL:4176	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	Lymphocyte	2800	4.21
226771_at	UNQ16898	LL:57192	MCOLN1	mucolipin 1	Lymphocyte	10439	6.1
230110_at	UNQ16234	LL:255231	MCOLN2	mucolipin 2	Multiple	8882	6.41
219209_at	UNQ16712	LL:64135	MDA5	melanoma differentiation associated protein-5	Dendritic Cell	2921	7.39
222681_at	UNQ490	LL:56983	MDS010	x 010 protein	Dendritic Cell	7488	8.23
218587_s_at	UNQ490	LL:56983	MDS010	x 010 protein	Dendritic Cell	2317	27.26
239571_at	UNQ5613	LL:4205	MEF2A	"MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)"	Multiple	2027	4.05
208262_x_at	UNQ13613	LL:4210	MEFV	Mediterranean fever	Multiple	3729	9.21
204825_at	UNQ11655	LL:9833	MELK	maternal embryonic leucine zipper kinase	T Cell	2581	5.93
204153_s_at	UNQ4422	LL:4242	MFNG	manic fringe homolog (Drosophila)	Multiple	2981	4.08
203102_s_at	UNQ3797	LL:4247	MGAT2	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	Multiple	3484	3.89
211061_s_at	UNQ3797	LL:4247	MGAT2	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	Lymphocyte	3261	3.66
225049_at	UNQ16433	LL:282991	MGC10120	hypothetical protein MGC10120	Multiple	12639	3.85
223179_at	UNQ16838	LL:83719	MGC10500	hypothetical protein MGC10500	Neutrophil	13602	3.52
232077_s_at	UNQ16838	LL:83719	MGC10500	hypothetical protein MGC10500	Multiple	2571	5.71
223398_at	UNQ17737	LL:84270	MGC11115	hypothetical protein MGC11115	Multiple	4417	6.05
230860_at	UNQ16410	LL:84984	MGC14126	hypothetical protein MGC14126	Neutrophil	2831	6.36
230448_at	UNQ17597	LL:124565	MGC15523	hypothetical protein MGC15523	Multiple	3344	4.26
243011_at	UNQ5791	LL:91775	MGC15606	hypothetical protein MGC15606	B Cell	2858	4
226879_at	UNQ578	LL:84329	MGC15619	hypothetical protein MGC15619	Multiple	10011	3.47
227686_at	UNQ16978	LL:92106	MGC15763	hypothetical protein BC008322	T Cell	5817	4.07
228298_at	UNQ17487	LL:91523	MGC16044	hypothetical protein MGC16044	Lymphocyte	4957	5.01
221764_at	UNQ17020	LL:91300	MGC16353	hypothetical protein MGC16353	Neutrophil	8081	15.25
238430_x_at	UNQ9326	LL:162394	MGC19764	hypothetical protein MGC19764	Multiple	16311	12.36
243999_at	UNQ9326	LL:162394	MGC19764	hypothetical protein MGC19764	Multiple	3686	8.1
226725_at	UNQ18882	LL:162394	MGC19764	hypothetical protein MGC19764	Multiple	3651	3.76
226516_at	UNQ8440	LL:126321	MGC20700	hypothetical protein MGC20700	Myeloid	6868	5.9
220178_at	UNQ8440	LL:126321	MGC20700	hypothetical protein MGC20700	Dendritic Cell	2417	5.49
225763_at	UNQ16547	LL:92241	MGC21854	hypothetical protein MGC21854	Multiple	9301	4.55
229670_at	UNQ16547	LL:92241	MGC21854	hypothetical protein MGC21854	Multiple	4875	4.15
244716_x_at	UNQ3059	LL:126259	MGC23244	hypothetical protein MGC23244	Lymphocyte	2263	3.51
226276_at	UNQ8288	LL:153339	MGC23909	hypothetical protein MGC23909	Multiple	11113	3.87
235117_at	UNQ17334	BC019239	MGC24001		Lymphocyte	4957	11.4
228532_at	UNQ17072	LL:128346	MGC24133	hypothetical protein MGC24133	Myeloid	16507	4.28
232798_at	UNQ11953	LL:85479	MGC26226	beta cysteine string protein	Monocyte	2300	3.43
227726_at	UNQ21895	LL:115992	MGC2647	hypothetical zinc finger protein MGC2647	Multiple	3478	5.75
226524_at	UNQ18283	LL:285237	MGC26717	hypothetical protein MGC26717	Multiple	3561	5.79
229174_at	UNQ18283	LL:285237	MGC26717	hypothetical protein MGC26717	Multiple	2538	4.74
228032_s_at	UNQ17350	LL:163486	MGC27044	hypothetical protein MGC27044	Multiple	2890	4.16
202153_s_at	UNQ3639	LL:84335	MGC2865	hypothetical protein MGC2865	Multiple	2798	5.89
227598_at	UNQ21851	LL:65999	MGC3036	hypothetical protein MGC3036	T Cell	2709	4.55
219402_s_at	UNQ243	LL:79139	MGC3067	hypothetical protein MGC3067	Lymphocyte	7779	7.59
218172_s_at	UNQ243	LL:79139	MGC3067	hypothetical protein MGC3067	Multiple	2089	5.29
225579_at	UNQ16451	LL:130814	MGC33602	hypothetical protein MGC33602	Myeloid	6860	3.56
225707_at	UNQ11464	LL:151188	MGC33864	ADP-ribosylation-like factor 6-interacting protein 6	Multiple	5445	4.86
230532_at	UNQ17049	LL:159013	MGC39350	hypothetical protein MGC39350	Multiple	2580	4.1
239186_at	UNQ16446	LL:221756	MGC39372	hypothetical protein MGC39372	Multiple	3537	5.85
225940_at	UNQ18772	LL:317649	MGC39820	hypothetical protein MGC39820	Multiple	5044	4.02
228248_at	UNQ18300	LL:253260	MGC39830	hypothetical protein MGC39830	Multiple	8279	3.53
226310_at	UNQ18300	LL:253260	MGC39830	hypothetical protein MGC39830	Multiple	2739	3.45
217992_s_at	UNQ8527	LL:79180	MGC4342	hypothetical protein MGC4342	Multiple	5788	3.75
218130_at	UNQ16900	LL:79415	MGC4368	hypothetical protein MGC4368	Multiple	2076	4.56
227080_at	UNQ19214	LL:90874	MGC45731		Myeloid	6860	3.71
226905_at	UNQ16280	LL:359845	MGC45871	hypothetical protein MGC45871	Multiple	15828	5.68
225799_at	UNQ21648	LL:112597	MGC4677	hypothetical protein MGC4677	Multiple	8605	3.41
223852_s_at	UNQ16538	LL:83931	MGC4796	Ser/Thr-like kinase	Myeloid	3350	4.11
230304_at	UNQ17100	LL:81926	MGC5244	hypothetical protein MGC5244	Lymphocyte	2661	5.72
222728_s_at	UNQ17719	LL:79101	MGC5306	hypothetical protein MGC5306	T Cell	6103	4.68
215223_s_at	UNQ5766	LL:79099	MGC5618	hypothetical protein MGC5618	Myeloid	26249	18.88
221477_s_at	UNQ5766	LL:79099	MGC5618	hypothetical protein MGC5618	Myeloid	10206	3.42
225834_at	UNQ16316	LL:389835	MGC57827	similar to RIKEN cDNA 2700049P18	Multiple	8247	16.49
228283_at	UNQ17791	LL:152100	MGC61571	hypothetical protein MGC61571	Lymphocyte	5691	3.53
226608_at	UNQ17053	BC056676	MGC62018		Multiple	2877	4.05
227983_at	UNQ16251	LL:196383	MGC7036	hypothetical protein MGC7036	Myeloid	11704	4.77
234949_at	UNQ20482	LL:284802	MGC72104	similar to FRG1 protein (FSHD region gene 1 protein)	Multiple	3615	5.28
242904_x_at	UNQ1967	LL:51669	MGC8721	hypothetical protein MGC8721	Multiple	5197	22.11
230266_at	UNQ32692	LL:338382	MGC9726	"similar to RAB7, member RAS oncogene family"	Myeloid	4076	4.18
235868_at	UNQ15155	LL:10724	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	Multiple	2060	4.96
212021_s_at	UNQ2247	LL:4288	MKI67	antigen identified by monoclonal antibody Ki-67	T Cell	2578	5.16
224714_at	UNQ16849	LL:84365	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	Lymphocyte	7947	3.65
224713_at	UNQ16849	LL:84365	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	Lymphocyte	4254	3.52
222413_s_at	UNQ16391	LL:58508	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	Multiple	4228	3.91
204475_at	UNQ1610	LL:4312	MMP1	matrix metalloproteinase 1 (interstitial collagenase)	Monocyte	3716	4.89
204580_at	UNQ1613	LL:4321	MMP12	matrix metalloproteinase 12 (macrophage elastase)	Dendritic Cell	9028	10.03
202827_s_at	UNQ1614	LL:4323	MMP14	matrix metalloproteinase 14 (membrane-inserted)	Monocyte	2626	9.91
202828_s_at	UNQ1614	LL:4323	MMP14	matrix metalloproteinase 14 (membrane-inserted)	Monocyte	2329	10.13
204575_s_at	UNQ2341	LL:4327	MMP19	matrix metalloproteinase 19	Monocyte	3674	4.02
203936_s_at	UNQ1612	LL:4318	MMP9	"matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"	Monocyte	30482	28.89
207890_s_at	UNQ12112	LL:4328	MMPL1	matrix metalloproteinase-like 1	Myeloid	4656	9.6
204959_at	UNQ2072	LL:4332	MNDA	myeloid cell nuclear differentiation antigen	Myeloid	31199	23.82
224311_s_at	UNQ17258	LL:51719	MO25	MO25 protein	Multiple	4736	3.52
225997_at	UNQ18263	LL:92597	MOB4A	Mob4A protein	Dendritic Cell	6829	3.97
225530_at	UNQ17008	LL:126308	MOBKL2A	MOB-LAK	Multiple	11240	5.75
226818_at	UNQ7183	LL:219972	MPEG1	macrophage expressed gene 1	Monocyte	33765	9.25
226841_at	UNQ7183	LL:219972	MPEG1	macrophage expressed gene 1	Monocyte	31110	12.52
213727_x_at	UNQ11473	LL:65258	MPPE1		Neutrophil	3780	4.15
209858_x_at	UNQ11473	LL:65258	MPPE1		Neutrophil	3276	5.41
206764_x_at	UNQ11473	LL:65258	MPPE1		Neutrophil	2009	4.78
224247_s_at	UNQ16846	LL:55173	MRPS10	mitochondrial ribosomal protein S10	Multiple	3819	3.44
219666_at	UNQ9128	LL:64231	MS4A6A	"membrane-spanning 4-domains, subfamily A, member 6A"	Myeloid	8613	4.68
230550_at	UNQ9128	LL:64231	MS4A6A	"membrane-spanning 4-domains, subfamily A, member 6A"	Myeloid	4839	6.54
232724_at	UNQ9128	LL:64231	MS4A6A	"membrane-spanning 4-domains, subfamily A, member 6A"	Monocyte	3246	3.65
224358_s_at	UNQ11581	LL:58475	MS4A7	"membrane-spanning 4-domains, subfamily A, member 7"	Myeloid	4481	5.21
209928_s_at	UNQ7193	LL:9242	MSC	musculin (activated B-cell factor-1)	Myeloid	2074	12.57
222529_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	15329	15.33
222528_s_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	12390	10.2
231274_s_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	8279	5.41
242335_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	4566	5.02
221920_s_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	3348	6.38
218136_s_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Neutrophil	2528	3.61
231078_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	2039	4.38
237568_at	UNQ4679	LL:51312	MSCP	mitochondrial solute carrier protein	Myeloid	3690	5.39
240960_at	UNQ16283	LL:4478	MSN	moesin	Multiple	2143	3.66
218499_at	UNQ16777	LL:51765	MST4	Mst3 and SOK1-related kinase	Multiple	2479	3.47
227150_at	UNQ7537	LL:4520	MTF1	metal-regulatory transcription factor 1	Monocyte	9366	10.95
201761_at	UNQ7842	LL:10797	MTHFD2	"methylene tetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase"	Multiple	6212	4.74
224375_at	UNQ28264	LL:4541	MTND6		B Cell	5375	3.89
202086_at	UNQ13644	LL:4599	MX1	"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)"	Dendritic Cell	9354	3.44
204994_at	UNQ13697	LL:4600	MX2	myxovirus (influenza virus) resistance 2 (mouse)	Multiple	5583	5.12
213906_at	UNQ5673	LL:4603	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	Lymphocyte	4854	25.55
215182_x_at	UNQ4158	LL:4627	MYH9	"myosin, heavy polypeptide 9, non-muscle"	Multiple	5001	11.5
228098_s_at	UNQ16942	LL:29116	MYLIP	myosin regulatory light chain interacting protein	Multiple	12613	4.12
223129_x_at	UNQ16942	LL:29116	MYLIP	myosin regulatory light chain interacting protein	Multiple	7657	3.54
228097_at	UNQ16942	LL:29116	MYLIP	myosin regulatory light chain interacting protein	Multiple	3212	8.68
220319_s_at	UNQ16942	LL:29116	MYLIP	myosin regulatory light chain interacting protein	Multiple	3040	4.03
213733_at	UNQ14792	LL:4542	MYO1F	myosin IF	Multiple	12387	15.39
244654_at	UNQ16288	LL:64005	MYO1G	myosin IG	Multiple	15412	12.04
227799_at	UNQ16288	LL:64005	MYO1G	myosin IG	Multiple	7385	18.46
243601_at	UNQ16288	LL:64005	MYO1G	myosin IG	Multiple	2712	21.7
202944_at	UNQ1719	LL:4668	NAGA	"N-acetylgalactosaminidase, alpha-"	Myeloid	3087	7.18
202943_s_at	UNQ1719	LL:4668	NAGA	"N-acetylgalactosaminidase, alpha-"	Multiple	2718	3.6
218231_at	UNQ17687	LL:55577	NAGK	N-acetylglucosamine kinase	Myeloid	5093	4.51
205090_s_at	UNQ2866	LL:51172	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	Dendritic Cell	2474	3.96
223944_at	UNQ12454	LL:91662	NALP12	"NACHT, leucine rich repeat and PYD containing 12"	Myeloid	4200	5.22
237461_at	UNQ28860	LL:199713	NALP7	"NACHT, leucine rich repeat and PYD containing 7"	B Cell	2481	11.54
224771_at	UNQ32460	LL:89796	NAV1	neuron navigator 1	Myeloid	2316	4.59
224770_s_at	UNQ32460	LL:89796	NAV1	neuron navigator 1	Multiple	2047	4.65
202905_x_at	UNQ5843	LL:4683	NBS1	Nijmegen breakage syndrome 1 (nibrin)	Multiple	6080	10.48
202907_s_at	UNQ5843	LL:4683	NBS1	Nijmegen breakage syndrome 1 (nibrin)	Multiple	4047	3.47
202906_s_at	UNQ5843	LL:4683	NBS1	Nijmegen breakage syndrome 1 (nibrin)	Multiple	3960	9.78
225783_at	UNQ14701	LL:140739	NCE2	NEDD8-conjugating enzyme	Multiple	10292	5.17
231948_s_at	UNQ14701	LL:140739	NCE2	NEDD8-conjugating enzyme	Myeloid	5814	4.34
225791_at	UNQ14701	LL:140739	NCE2	NEDD8-conjugating enzyme	Multiple	2098	3.92
204961_s_at	UNQ5684	LL:4687	NCF1	"neutrophil cytosolic factor 1 (47kDa, chronic granulomatous disease, autosomal 1)"	Multiple	7897	25.89
214084_x_at	UNQ22424	LL:4687	NCF1	"neutrophil cytosolic factor 1 (47kDa, chronic granulomatous disease, autosomal 1)"	Multiple	6531	17.19
209949_at	UNQ14139	LL:4688	NCF2	"neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)"	Myeloid	22335	13.66
205147_x_at	UNQ5028	LL:4689	NCF4	"neutrophil cytosolic factor 4, 40kDa"	Neutrophil	8802	12.22
207677_s_at	UNQ5028	LL:4689	NCF4	"neutrophil cytosolic factor 4, 40kDa"	Neutrophil	7756	18.25
211063_s_at	UNQ4992	LL:4690	NCK1	NCK adaptor protein 1	Myeloid	3069	5.07
204725_s_at	UNQ4992	LL:4690	NCK1	NCK adaptor protein 1	Multiple	2991	4.24
207700_s_at	UNQ2182	LL:8202	NCOA3	nuclear receptor coactivator 3	Multiple	3828	11.43
209060_x_at	UNQ2182	LL:8202	NCOA3	nuclear receptor coactivator 3	Multiple	3471	14.46
209062_x_at	UNQ2182	LL:8202	NCOA3	nuclear receptor coactivator 3	Multiple	2601	30.6
209061_at	UNQ2182	LL:8202	NCOA3	nuclear receptor coactivator 3	Multiple	2199	4.53
211352_s_at	UNQ2182	LL:8202	NCOA3	nuclear receptor coactivator 3	Multiple	2053	34.22
211583_x_at	UNQ9060	LL:259197	NCR3	natural cytotoxicity triggering receptor 3	Lymphocyte	2807	10.4
210763_x_at	UNQ9060	LL:259197	NCR3	natural cytotoxicity triggering receptor 3	Lymphocyte	2744	6.69
211010_s_at	UNQ9060	LL:259197	NCR3	natural cytotoxicity triggering receptor 3	Lymphocyte	2017	13.91
227249_at	UNQ20808	LL:54820	NDE1	nudE nuclear distribution gene E homolog 1 (A. nidulans)	Multiple	3751	4.31
218414_s_at	UNQ20808	LL:54820	NDE1	nudE nuclear distribution gene E homolog 1 (A. nidulans)	Multiple	2600	5.78
224799_at	UNQ8233	LL:54602	NDFIP2	Nedd4 family interacting protein 2	T Cell	13032	4.34
224802_at	UNQ8233	LL:54602	NDFIP2	Nedd4 family interacting protein 2	Lymphocyte	11935	3.9
226008_at	UNQ17005	LL:56160	NDNL2	necdin-like 2	T Cell	3404	3.44
223158_s_at	UNQ17222	LL:10783	NEK6	NIMA (never in mitosis gene a)-related kinase 6	Myeloid	9148	4.56
222774_s_at	UNQ1926	LL:81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	Multiple	3892	5.81
243099_at	UNQ16241	LL:150372	NFAM1	NFAT activation molecule 1	Myeloid	4877	4.05
225139_at	UNQ10029	LL:4775	NFATC3	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"	Lymphocyte	7037	3.8
225137_at	UNQ10029	LL:4775	NFATC3	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"	Multiple	3049	4.15
209930_s_at	UNQ14542	LL:4778	NFE2	"nuclear factor (erythroid-derived 2), 45kDa"	Myeloid	4250	35.42
209239_at	UNQ5002	LL:4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	Multiple	6967	4.98
220742_s_at	UNQ17693	LL:55768	NGLY1	N-glycanase 1	B Cell	3028	3.52
225921_at	UNQ10259	LL:51199	NIN	ninein (GSK3B interacting protein)	Multiple	6442	4.01
203045_at	UNQ4131	LL:4814	NINJ1	ninjurin 1	Myeloid	5323	4.97
203828_s_at	UNQ1722	LL:9235	NK4	natural killer cell transcript 4	Lymphocyte	11464	4.77
213915_at	UNQ5423	LL:4818	NKG7	natural killer cell group 7 sequence	Lymphocyte	15352	29.81
202379_s_at	UNQ2462	LL:4820	NKTR	natural killer-tumor recognition sequence	Multiple	3274	3.48
203964_at	UNQ15306	LL:9111	NMI	N-myc (and STAT) interactor	Multiple	5694	5.87
201157_s_at	UNQ10396	LL:4836	NMT1	N-myristoyltransferase 1	Multiple	2863	3.51
226474_at	UNQ17016	LL:84166	NOD27	nucleotide-binding oligomerization domains 27	Multiple	10375	4.63
236295_s_at	UNQ18455	LL:197358	NOD3	NOD3 protein	Lymphocyte	9443	12.76
223096_at	UNQ8159	LL:51602	NOP5/NOP58	nucleolar protein NOP5/NOP58	Lymphocyte	16052	5.29
204265_s_at	UNQ2464	LL:4855	NOTCH4	Notch homolog 4 (Drosophila)	Multiple	8214	7.54
202679_at	UNQ11358	LL:4864	NPC1	"Niemann-Pick disease, type C1"	Monocyte	3906	4.46
221210_s_at	UNQ12301	LL:80896	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	Myeloid	2117	3.65
232431_at	UNQ2339	LL:2908	NR3C1	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"	Multiple	4280	7.19
216321_s_at	UNQ2339	LL:2908	NR3C1	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"	Multiple	4200	3.75
209959_at	UNQ4283	LL:8013	NR4A3	"nuclear receptor subfamily 4, group A, member 3"	Dendritic Cell	5829	3.5
207978_s_at	UNQ4283	LL:8013	NR4A3	"nuclear receptor subfamily 4, group A, member 3"	Dendritic Cell	4196	6.22
223650_s_at	UNQ15172	LL:29982	NRBF-2	nuclear receptor binding factor-2	Neutrophil	9445	7.84
221803_s_at	UNQ15172	LL:29982	NRBF-2	nuclear receptor binding factor-2	Myeloid	2445	7.3
219557_s_at	UNQ2890	LL:56675	NRIP3	nuclear receptor interacting protein 3	Monocyte	3759	5.92
212298_at	UNQ485	LL:8829	NRP1	neuropilin 1	Myeloid	4027	3.87
222877_at	UNQ5136	LL:8828	NRP2	neuropilin 2	Myeloid	3709	5.98
223510_at	UNQ5136	LL:8828	NRP2	neuropilin 2	Myeloid	2275	3.82
233289_at	UNQ15104	LL:10625	NS1-BP	influenza virus NS1A binding protein	NK Cell	3238	13.78
203269_at	UNQ4455	LL:8439	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	Myeloid	4123	5.61
232149_s_at	UNQ4455	LL:8439	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	Multiple	3665	8.43
223298_s_at	UNQ16728	LL:51251	NT5C3	"5'-nucleotidase, cytosolic III"	Dendritic Cell	18365	5.21
209073_s_at	UNQ7460	LL:8650	NUMB	numb homolog (Drosophila)	Myeloid	2823	4.38
202097_at	UNQ17160	LL:9972	NUP153	nucleoporin 153kDa	Multiple	3457	3.55
202155_s_at	UNQ20720	LL:8021	NUP214	nucleoporin 214kDa	Myeloid	3717	4.2
224982_at	UNQ22479	LL:23636	NUP62	nucleoporin 62kDa	Dendritic Cell	2844	3.87
223984_s_at	UNQ16618	LL:9818	NUPL1	nucleoporin like 1	Multiple	2281	15.73
218039_at	UNQ17140	LL:51203	NUSAP1	nucleolar and spindle associated protein 1	Lymphocyte	4051	7.05
219978_s_at	UNQ17140	LL:51203	NUSAP1	nucleolar and spindle associated protein 1	Lymphocyte	2247	10.7
222512_at	UNQ17139	LL:51667	NYREN18	NEDD8 ultimate buster-1	Dendritic Cell	36029	9.47
234332_at	UNQ17139	LL:51667	NYREN18	NEDD8 ultimate buster-1	Dendritic Cell	2863	11.45
205552_s_at	UNQ14915	LL:4938	OAS1	"2',5'-oligoadenylate synthetase 1, 40/46kDa"	Dendritic Cell	3876	4.59
204972_at	UNQ16523	LL:4939	OAS2	"2'-5'-oligoadenylate synthetase 2, 69/71kDa"	Multiple	5006	7.88
218400_at	UNQ17087	LL:4940	OAS3	"2'-5'-oligoadenylate synthetase 3, 100kDa"	Multiple	5786	6.29
230650_at	UNQ12134	LL:81796	OATPRP4	"solute carrier organic anion transporter family, member 5A1"	Dendritic Cell	2871	3.85
201364_s_at	UNQ10045	LL:4947	OAZ2	ornithine decarboxylase antizyme 2	Myeloid	6076	4.59
225386_s_at	UNQ16853	LL:92906	OC92906	hypothetical protein BC008217	Multiple	4365	3.78
238469_at	UNQ17048	LL:79627	OGFRL1	opioid growth factor receptor-like 1	Myeloid	5252	7.61
230258_at	UNQ18293	AB065086	OK/KNS-CL.4		Monocyte	3840	4.89
219073_s_at	UNQ16400	LL:114884	OSBPL10	oxysterol binding protein-like 10	B Cell	3276	4.25
222586_s_at	UNQ17391	LL:114885	OSBPL11	oxysterol binding protein-like 11	Myeloid	4779	4.12
228986_at	UNQ12406	LL:114882	OSBPL8	oxysterol binding protein-like 8	Multiple	3499	8.43
230170_at	UNQ88	LL:5008	OSM	oncostatin M	Multiple	4477	9.43
235198_at	UNQ6098	LL:28962	OSTM1	osteopetrosis associated transmembrane protein 1	Multiple	3318	5.31
227645_at	UNQ9122	LL:23533	P101-PI3K	"phosphoinositide-3-kinase, regulatory subunit, polypeptide p101"	Multiple	12815	15.44
210448_s_at	UNQ2170	LL:5026	P2RX5	"purinergic receptor P2X, ligand-gated ion channel, 5"	Lymphocyte	6960	17.19
230741_at	UNQ10470	LL:5027	P2RX7	"purinergic receptor P2X, ligand-gated ion channel, 7"	Myeloid	7649	5.41
229686_at	UNQ16225	LL:286530	P2RY8	"purinergic receptor P2Y, G-protein coupled, 8"	Multiple	14748	26.57
236280_at	UNQ5470	LL:27334	P2Y10	"purinergic receptor P2Y, G-protein coupled, 10"	Multiple	3885	11.26
208676_s_at	UNQ9717	LL:5036	PA2G4	"proliferation-associated 2G4, 38kDa"	Lymphocyte	4099	3.66
236907_at	UNQ2975	LL:26986	PABPC1	"poly(A) binding protein, cytoplasmic 1"	Multiple	9492	16.09
223565_at	UNQ635	LL:51237	PACAP	proapoptotic caspase adaptor protein	B Cell	37804	30.99
221286_s_at	UNQ635	LL:51237	PACAP	proapoptotic caspase adaptor protein	B Cell	33364	37.49
201013_s_at	UNQ9744	LL:10606	PAICS	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	T Cell	4593	3.7
